Essay #,Source,Score,Prompt #1,Prompt #2,Prompt #3,Prompt #4,Prompt #5,Prompt #6,Essay,Showing,Setting,Character
245,Admitsee,4,1,,,,5,,"Braces!' a voice cries out. I smile warmly as I confusedly try to discover the speaker. Only one person I know would welcome me in such a way.When I returned to Fresh and Green Academy last summer in Ethiopia, my face was still recognizable by one of the students I had taught prior to then\u2014even without my awkward braces. The summer before entering high school, however, did not bring as gracious a welcome. Initially, I was ecstatic to be back where my mother grew up, a place that was meant to be home. While I was eager to dig into the siga-wot (lamb stew) that my grandma had prepared upon my arrival, each piece I scooped up with injera\u2014a traditional delicacy\u2014 left a bitter aftertaste, unlike the one I was used to at home. The bits of Amharic I had gleaned from my mother and aunts' discussions back home were lost in the conversations of my relatives and locals. What I knew, it seemed, only formed a small thread within the cloth of Ethiopian culture.Upon walking through the flimsy tin gate of the school, dozens of nameless faces scrutinized my every step, their uncertain gazes unwavering as they wondered what to make of the stranger that had infiltrated their home. I was an outsider, even with my heritage: at best, another member from the diaspora\u2014 at worst, a complete foreigner.Despite my shortcomings in connecting to cuisine or language, still, I was determined to connect with the people; yet, over the next two months, I soon learned that teaching was not for the faint of heart. Attempts to break up arguments nearly always lead to tears being shed. Chasing down students to get to class meant someone else had an opportunity to sneak out of the classroom while I was away. Games of after-school soccer often left me trying to catch my breath from running in circles around the schoolyard.My difficulty adjusting gave way to a new sense of isolation; but as it turned out, I was not alone in being alone. Yacob, a schoolboy from the countryside, unfamiliar with Addis dialect, would stay inside by himself waiting for the time to pass while other students outside flew across the yard. 'Inihidi,' I reminded him one day, using one of the few words we shared to challenge both of us to 'go' break out of our isolation and join a game of soccer alongside the other kids. During class, when I decided to place students in pairs, he and others were able to get along as they worked together to solve math problems up on the blackboard\u2014language could not bar their collaboration. Whenever my mouth opened to take a bite of injera during lunch, Yacob pointed, mesmerized by the sparkling metal grid arrayed across my teeth, the likes of which he had never before seen. The name 'Braces,' as I told him they were called, seemed to roll off his tongue whenever he spotted me. Both of us, it seemed, were getting used to something new.While I will never forgot the bonds I created with the students that summer, I will always treasure my memories with Yacob. Finding my place as an Ethiopian was about forming true connections that manifest not from our cultures but our shared human experiences. Loneliness, frustration, excitement\u2014these we share regardless of our background . It was this knowledge that later contributed to my connection to the other students. On one of the last days of that first summer, as I turned to exit the school through the same tin gates I had once entered, one of the teachers asked me to stay a little while longer: 'The kids want you to teach my class instead!' Now, I belonged.",,,
246,Admitsee,,,,,,,,,,,
247,Admitsee,3.5,,2,,4,5,,"Your dad is leaving for California.'My mom's words dissipated my characteristically cheerful mood; I was shocked. Overcome by a looming sense of loss and powerlessness, I barely heard my parents as they explained that my father was offered a job in California. Unfortunately, due to my mom's work permit restriction, the rest of the family have to stay behind in Massachusetts. As I watched my father board the plane, I felt tears welling in my eyes. My parents had put me in my grandparents' hands as they ventured to the United States when I was one, and I only met them later on. After experiencing the joy of living with them, it hurt to lose my father so soon.Following the separation, I saw my mom's mood decline as she entered a state of constant exhaustion. Apart from her full-time job and household chores, she had to care for my five-year-old brother and me. Noticing her fatigue, I started to bother her less, hoping to lighten the weight on her shoulders. I began to bike to and from school so that she didn't need to drive me. I would return home to an empty house, sweaty and tired, and do my chores so the house would be cleaner when my mom came home.It was then that, to make my evenings more fun, I started to use these chores as an outlet for my creativity. When I vacuumed, I blasted electronic dance music and imagined myself as deadmau5, turning the living room into my stage and the vacuum into my mixer. I did the same when my mom wasn't home, and I cooked dinner for my brother and myself. Then, the kitchen transformed into a laboratory for my mad scientist ideas. I meticulously measured a medley of ingredients with cups and balances, pouring them into a boiling cauldron of noodles. My brother learned to live with my infamous 'Mystery Noodles,' which had ingredients ranging from apple cider to chocolate bars, though my learning process was not without failure. Once, as a fearless pre-teen eager to try out some habanero powder I found in a cabinet, I scooped a generous spoonful into the soup. I spent the rest of that night on the toilet regretting my decision, but that was the price to pay for the joy that I got from my inventive cooking.Exercising my creativity was an unexpected consequence of spending time by myself, but it stuck with me as I translated it to other environments, transforming all tasks into adventures. One of these tasks was doing my math homework. Every time I opened my math book, I entered a world where I was the hero, and each math problem was an evil villain. I slashed fiercely with my pencil, following the technique of powerful formulas, and each solved problem was a small victory against my loneliness. I soon developed a true passion for math and found that the imaginary worlds I fabricated were not enough to fulfill me. I itched to leave the house to attend Mathcounts club meetings, and I would be excited for Fridays afternoons almost exclusively because that's when they took place. Those meetings were spent in deep thinking, laughter, and friendly competitions. I lacked this kind of easy rapport and collaboration at home, and the rarity of the meetings fed my desire to work alongside others. I wished I could have spent more time there, because I realized how much my peers' help and company expanded my mind.I have come to understand that the circumstances I grew up in have shaped me into someone more creative and resourceful than I would have been otherwise. Today, with my dad back in our home, I continue to excel at collaboration and creativity. I feel a deep gratitude toward the sacrifice my parents have made for me, and I look forward to a future with many more academic challenges.",,,
248,Admitsee,3,,,,,5,,"There are 102 seats in my high school theater, and freshman year I was determined to sit in the farthest one from the stage \u2014 seat G1 in the back left corner. It seemed to be the safest hiding place for me, a completely inexperienced member of costume and makeup crew. Still, I couldn't escape hearing my teacher's notes to the actors. 'What's your character's motivation?' she would ask nightly after rehearsal. Why did they move that way or emphasize that word? Can you hint at their backstory? The performers, all upperclassmen who sat as close to the front as possible (A10-A5, B10-B5), would nod and push together their eyebrows, apparently absorbing those questions and vowing to seek some elusive connection with their character. Several rows behind them, I would rest my chin on my palm and get lost in other thoughts, wondering if I would ever worry that much about people's backstories, fictional or otherwise.My detachment was chipped away by nine more shows throughout my freshman and sophomore years, most notably the last one: an election-themed, modern version of Hamlet in the spring of 2016. The timing, cast and crew were all perfect, but I was next up to be costume designer and still felt underprepared. Though I wasn't inexperienced anymore, I had never been faced with skillfully decoding such an iconic piece of literature, nor had I ever had so many people invested in the result.But somewhere in between watching read-throughs, planning quick changes and mapping out the costumes on a spreadsheet (a type-A strategy that I'm still proud of today), something clicked. I realized that every moment in that 4,000-line play had to be analyzed with respect to the characters' personalities and feelings, as well as how these traits affected their style and actions: Would Claudius get his suit personally tailored? Of course. What's Ophelia's signature color? Red \u2014 she needs attention and a little unsettling foreshadowing. And can we please get Hamlet out of those acid wash jeans? He's tragic but not obnoxious. Those moments opened up a whole new kind of learning for me: one that involved not just academic success, but emotional intelligence.Outside the high walls of my school's black box theatre, my underclassmen years let me explore another passion: journalism. Tenth grade had been my first year as news editor for my school paper, and though the articles I wrote were solid, I didn't connect with them on any deep, critical level. When I started my junior year a few months after that critical first gig as costume designer, I found that my approach to reporting was more comprehensive. When I interviewed people for stories in my junior year, I recognized they had their own lives outside of what I wrote about them, and their backgrounds were all inseparable from the stories they shared with me. I wanted to understand how they truly felt \u2014 the dissatisfied parents, the kids who got parking tickets, the undocumented families. I wanted to hear 'both sides,' out of a mixture of journalistic integrity and pure curiosity. Just as my drama teacher had always recommended, I wanted to know their motivation. Reporting in this way will never cease to excite me, and has led me to pursuing journalism as a career. For that reason, I'll always be grateful for the high school play that helped me realize the power of people's words and my ability to understand them.I still don't sit in the front row of my theater, and I probably never will \u2014 it's never been my tendency to settle that close to the spotlight. But I'll always be just a few seats back, watching a story unfold on a stage, and searching for its truth.I started backstage theatre work as an excited but inexperienced freshman on costume and makeup crew. My disorientation was eventually lessened with nine more shows during my underclassman years, a period during which I was promoted from crew member to makeup designer to, finally, costume designer. I'll admit that this initial rise was more due to quick dedication, reliability and attention to detail than artistic skill; a less kind critic might describe it as an instance of 'fake it \\\u2018til you make it.' The real turning point came at the end of my sophomore year: a politically-charged, modern day version of Hamlet, which my first show as costume designer. Between watching read-throughs and planning quick changes and mapping out outfits on a spreadsheet (a type-A strategy that I'm still proud of today), something clicked. I realized that every moment in that 4,000-line play had to be analyzed with respect to the characters' personalities and feelings, as well as how these traits affected their style and actions: Would Claudius get his suit personally tailored? Of course. What's Ophelia's signature color? Red, she needs attention and a little violent foreshadowing. And can we please get Hamlet out of those acid wash jeans? He's tragic but not obnoxious.This strategy of actively placing myself in each character's shoes has shaped the rest of my work in theatre and beyond. After Hamlet, I began to see theatre differently. It's not just a hobby - it's an all-in-one, microcosmic crash course on everything from history to literature analysis to audio-visuals to interpretations of life itself. As a costume designer, my work has the potential to profoundly influence or manipulate the audience's perception of each character. Moreover, the emotional intelligence I have gained from critically reading these stories has made me a more empathetic person, not to mention a more analytical writer and journalist. Costume design has not only opened my eyes to the world of theatre arts, but also allowed me to explore the human condition through a countless variety of lenses and outfits.",,,
249,Admitsee,,,,,,,,,,,
250,Admitsee,4,,2,3,,5,,"With a loud bang, my mom rushes through the door and beelines to the kitchen. As the only adult in the house, she is solely responsible for dinner, rapidly chopping carrots and onions. I pause tinkering with my Lego roller coaster to help her wash and cut more vegetables, while she deftly assembles the ingredients into oxtail soup.With four hands, our mandatory family dinner is ready just in time before I'm whisked away to evening activities.As I grew older, I upgraded my Legos to Arduinos but continued to play the role of chef. One particularly lazy day, I longed to cook our favorite oxtail soup in a new slow-cooker but knew that I would forget the precise five-hour cooking time. I put my tinkering to use, fashioning my Arduino and a few household parts into a timer for the slow- cooker's outlet. My mom brightened when she saw the makeshift contraption, extending it to hassle-free rice porridges and beef stews. As we ate these perfectly timed dishes, I tasted the savory satisfaction of solving problems with technology.My propensity to tinker thrived through sophomore year when I jumped at an opportunity to join a college hackathon, hoping to investigate problems beyond my kitchen. My team agreed on my high school's most pressing issue: lack of collaboration. Students often discussed creative innovations but struggled to find teammates and mentors to get started. Just as with the slow-cooker, I turned to technology to tackle this problem.I sought out hackathon mentors to learn UX\/UI design and attended workshops to explore web-development frameworks. My team eventually developed SchoolGround, a web-app for finding teammates with diverse skillsets.Filled with excitement from creating SchoolGround out of nothing, I spent the next few weeks surveying my school's student body for feedback. However, I discovered that my web-app didn't make supportive groups for teammates to work together, it only enhanced the process. This seemed like a need that technology couldn't solve, no matter how many features I added. I remembered my college hackathon experience\u2014it was the people and dynamics that enabled me to bring my ideas to life. Something clicked in my mind. I needed to approach the collaboration problem from a different angle: the social side. And I couldn't think of anything better than providing a hackathon dedicated to high schoolers.I launched Hack New England High Schools (hackNEHS) and enlisted like-minded peers to join the organizing team. Through countless Skype calls to prepare for the event, I shifted our focus from typical talk of purchasing Arduinos to socially-focused considerations. I pinpointed the Microsoft conference center for our venue, impressed by its open spaces and round tables that encouraged discussion. With beginners in mind, I planned in-hackathon workshops, from learning web-development to data visualization. I secured Catapult Incubator as a sponsor to provide mentorship and grants for winning teams continuing their projects. I was nervous we hadn't provided enough pajamas and Soylent\u2014essential elements for brainstorming sessions\u2014when hundreds of participants showed up at the venue. It was soon dispelled as teams sketched out flowcharts on every open whiteboard while our Ideation Workshop quickly reached max-capacity. Gathering a group of mentors, I dashed around to address raised hands.The venue came alive during the final presentations as teams demonstrated projects ranging from ping-pong VR games to study music generators. Afterwards, I was thrilled when students from my school came up to me seeking advice to continue their projects and maintain their team beyond the hackathon. I was convinced that I had achieved my personal goal of helping my school develop that collaborative spirit. I also saw people I didn't know before\u2014new friends\u2014pitching to each other while sharing pizza. This enthusiasm reminded me that I needed to think beyond technology to solve social problems. More importantly, I realized that helping my mom in the kitchen or making an impact in my community gave me real joy.",,,
251,Admitsee,4,,2,,4,5,,"The barrage of reciprocative outcries coming from downstairs woke me up violently. Oh no, not again. I clambered out of bed and stumbled towards the family room. Sprinting down the stairs, I found my mom screaming desperately at my frenzied dad, the beer bottles scattered across the floor decidedly confirming my suspicions. I rushed in, straining with what little might I had to push them apart and lead my mom away.At ten years old, I learned to associate dad and beer with mom and yelling. It upset me to see my mom distressed, and I wanted to assuage her unremitting pain. I pleaded with my dad to stop drinking, but he simply chuckled and patted me on the head, assuring me that I was too young to understand. Glancing over at my mom, who sat silently with her lips pursed and her eyes cast down at the coffee table, I opened my mouth to argue, only to find I didn't know what else to say.Throughout middle school, I devoured any research or news related to drinking, most of which determined alcohol consumption was harmful. The evidence and my confidence mounted, culminating in a presentation in which I laid out the body of literature in front of my dad and requested that he seriously consider cutting back on his drinking\u2014 this time without my mom in the room for fear of instigating the habitual argument between them. He conceded that his drinking was indeed an issue and agreed to stop once and for all. 'Mom will be so happy to hear this. Thanks, dad. I love you,' I said with my face buried in his chest and my arms wrapped around his waist.I would've loved to end the story right then and there, but alas, that wasn't the case. Months passed and he made no visible attempt to change his habits in spite of my persistence. I came to realize that simply convincing him drinking was harmful wasn't going to flip a switch and galvanize him into action. Empirical evidence and logical reasoning were fundamental to my argument, but I would need to tap into his emotions if I wanted to inspire him to act out his promises.A few weeks prior to his 50th birthday, I decided this source of inspiration would come in the form of a gift. After all, this unceremonious transition into old age naturally prompts a reassessment of one's health. I recruited my melodramatic little sister to help me design and film a comedic mini-movie advocating a healthy lifestyle and specifically denouncing alcohol as a threat to one's well-being. The product? A series of skits that involved me performing sumo squats with ten-pound dumbbells and my sister hurling beer bottles into the trash can.On the night of his birthday, I scrambled back from my room to the coffee table, fumbling my MacBook between my hands and running every possible ending to the story in my mind. Would I finally be the hero or was I doomed to fail again?I clicked the play button with a trembling pointer finger, and almost immediately, my dad launched into a peal of roaring laughter that slowly abated as he pieced together the underlying message. As the progress bar inched towards the right edge of the screen, he turned to face us, an unmistakable look of conviction in his eyes.Pulling me into his embrace, he patted me on the back and whispered into my ear over and over that I was right all along. I turned to look at my mom, my gaze meeting hers, and the tears she fought so hard to hold back began to trickle down her cheeks, liberated at last.",,,
252,Admitsee,3.5,1,,,,,6,"Everyone has a happy place.I ran to my closet and slid down the wall. My sweat coagulated with dust as I closed the door and found myself in darkness. I heard a faint, wood-splintering invasion at my door and a pounding in my heart.  Inhale. One, two, three. Exhale. Go to your happy place.Mine used to be some anonymous beach, one that would probably appear in a glossy brochure for Aruba. Upon each visit, it became more decayed from the last. Its white shores became splotched with wildlife victimized by the Deepwater Horizon oil spill, its lightly salted air thickened with tense diplomatic relations, its wispy, clear horizons threatened with nuclear warfare. Eventually, my 'happy place' became an ironic and unwelcome reminder of precisely everything about the world that I wanted to escape. In a time when the motifs of my life were slammed doors and police disturbance reports, I needed a happy place more than ever.This is when Netflix entered my life; it became my new escape from reality. Instead of isolating myself in darkness to a fantasy land, my eyes widen at the endless expanse of possibilities for my streaming purposes, and for the world, all at finger's touch away. Synonymous with lazy weekends and a minimal brain cell requirement, Netflix is the pinnacle of the new millennium. It's fed by the American adoration for 'couch potato syndrome.' But I don't love Netflix because it's easy. On the contrary, growing up streaming instead of (channel) surfing excavated my inner curiosity.  I can't help but wonder if Pam-and-Jim love will be able to persist in a world increasingly defined by designer babies and swipe-right love connections; It's crippling to realize that consumeristic culture has made our values as fleeting as the character features in a season of Grey's Anatomy; The unexpected consequences of Barry Allen's time travel make me consider the risks of geoengineering; The frustratingly obvious passion in Rachel and Ross's convoluted relationship corroborates David Foster Wallace's point\u2014the most ubiquitous realities are hardest to see.The mishaps of Ted Mosby, the schemes of Neal Caffrey, and the adventures of Kimmy Schmidt move me from my traumas\u2014the way my nose hairs curled in protest as my brother's gasoline-sodden bed lit up upon contact with a measly match, the emptiness I felt when I walked home from school to find Child Protective Services in my driveway\u2014and inspire me to be a relentless inquisitor. Netflix secures that complacently accepting any idea as fact or any proposal as sure-fire is impossible.  My endeavors, leisurely and intellectual, transform into interrogative ones. Whether at a cross-country race examining the effect of mob mentality, or a Model U.N. conference pondering the reach of national sovereignty, I push to understand the nuances of the world\u2014much like I push to watch so many consecutive episodes of Psych that even Netflix doesn't believe I'm still there.  Where I find my next query\u2014be it existential, plot-driven, research, or trivial\u2014I don't know. What I do know, however, is that it's soon to come, and it will come driven by the unfettered thinking Netflix cultivated in me. With an internet connection and $8.99\/month, I'm granted the ability to no longer simply escape reality\u2014a once- necessity now reclassified as a part of my past\u2014but to rebuild it upon infinitudes of hypotheticals.  Essentially, Netflix taught me that the key to understanding the world is to not. Uncertainty is, in fact, a certainty\u2014whether it be simultaneously knowing a particle's exact position and momentum, or finishing off a season with a cliffhanger. I've adopted my curiosity\u2014led by what some see as idleentertainment, but what I've come to recognize as an encyclopedia of the world\u2014to come to terms with this. My newfound perspective shapes who I am today: in the face of adversity, I don't recede into darkness. Now, I charge head-first (and with a notepad of questions) into the abyss of ambiguities.",,,
253,Admitsee,3.5,,2,3,,5,,"React or Act Standing in front of my peers at the 'Back to School' assembly, my principal has called me out by name.  I feel myself begin to blush.  I don't consider myself to be a shy kid, but having the whole school staring at me is slightly out of my comfort zone.  I begin to reflect on the events of the past week, guided by a single question, 'How in the world did I get here?' Twitter was abuzz.  The school administration had sent out the 'Welcome to the Start of the Year!' email with some earth-shattering news.  With pitchforks in hand, students took their protest to the 140-character forum, tweeting things such as, 'How can they do this to us?' and 'That's not fair!'  Why was everyone up in arms?  Instead of distributing our lockers by class, the administration planned to assign them randomly, co-mingling the freshmen with seniors, seniors with juniors, and juniors with sophomores, breaking a beloved tradition that had been in place since the school's founding in 1964.  One could only imagine the disaster that would ensue from this decision: Seniors towering over intimidated freshmen, classes no longer growing together, and the rite of passage for juniors to move into senior hall\u2026  DENIED!  But instead of impulsively reacting, I thought about what I could do to take action.  The next morning, armed with my computer and a blank Word document, I prepared for battle.  My fingers flew across the keyboard as I typed every reason why the lockers should be grouped by class.  Honestly, I didn't believe my plea would change anything, but as I finished typing the letter a little voice in my head told me, 'Send it.'  As I clicked save, I realized that just a letter to the administration wasn't enough to speak on the behalf of the entire student body.  Searching for a solution, I converted the letter into a petition and began to send it out to my fellow classmates.  To my surprise, the petition generated a considerable amount of attention.  Kids that I barely knew were messaging me, wondering what they could do to help.  I couldn't believe this was happening.  Before I knew it, I went from being the kid on the debate team to the most sought after individual in school.  Knowing that my peers trusted me to get the job done was both humbling and empowering at the same time.On the first day of school, I navigated my way through the maze of classrooms.  Out of the corner of my eye, I saw the principal\u2026 and he was walking straight towards me!  By the look on his face, I thought this was the end of Luke Lamey.  To my relief, he commended me for raising awareness in a thoughtful and compelling manner and said that the administration was to hold a meeting to discuss the locker issue.  My simple petition had gone from being hopeless to hopeful, which was an accomplishment in itself.  While no change had occurred, the fact that this issue was being talked about was enough to validate my efforts.So this is how I got here, standing in front of my peers at the 'Back to School' assembly.  Our principal announces that our voices have been heard, and the lockers will be organized by class.  As my peers stand and cheer, I'm not sure what I should do.  Do I pump my arms and strike a pose like Usain Bolt?  Do I thrust my fist in the air in victory?  No, that's not who I am.  I just stand and smile back at all the faces cheering for me\u2026 for us\u2014we did it!Now, am I able to solve all of the world's problems?  No, but I wish I could.  Am I willing to do what it takes to improve the world around me?  Absolutely.",,,
254,Admitsee,4,,,,,5,,"The air reeks of bird dung and sea salt. Waves clap against rugged cliffs that drape the island's sides, drowning out faint pelican squeals. The boat docks. Passengers pour from the vessel, my cue to begin a five-minute talkathon.As the tourists flock around me, I begin: 'Welcome to Alcatraz Island!' Eyes squint in my direction. I resist the urge to open with some island trivia or a joke about prison fashion. I've been trained\u2014stick to the script. The crowd fidgets tirelessly\u2014pushing back hair, digging for sunglasses, peeling away overcoats. 'Please do not pick up any rocks, plants, or feathers. This is a national park. We try to leave everything the way we find it.' My voice over the loudspeaker sounds tinny. I feel like the newest Alcatraz warden, and can only imagine what the inmates think of my rules.Growing up, I sought out experiences for their outcomes, trusting life's rules of reward. A longtime gymnast, I hurled myself backwards on the balance beam because I knew it would make me stronger mentally, physically, and emotionally. In ninth grade, I ate a live scorpion at a street stand in Beijing, deciding that having license to the story was worth the horrid taste. I followed paths that were sure to yield desired results and opted against pursuing those that wouldn't. Relying on the predictable, I failed to realize the world simply isn't.Working on Alcatraz sounded ideal: showing people Al Capone's cell and where he played his banjo at night, trying to decipher various foreign languages, meeting visitors from Milan and Tokyo and Cordoba all in the same day, and exploring the psychology of human confinement. But instead, here I was, prying federally-protected pebbles out of confused children's hands.As I finish my orientation and send visitors up the hill, a few people linger. Most ask a simple question and rush off, but for those who stay, I pick up a conversation. I ask them where they're from, and joke to visitors from Australia that they must've brought the sunny weather with them. I recommend to a German family that they visit Pier 33's bakery when they dock to try my favorite chocolate muffins. A woman asks me if the DeYoung is worth a visit and before long begins recounting her memory of peering through the window of her father's car at the age of nine. It was then that she observed the urban decay of Baltimore for the first time. The image inspires her work as a volunteer in public schools to this day. I listen as an older man reminisces about his wedding day in 1958, his enthusiasm evident in the jiggle of loose skin below his chin. He insists my wedding day will be the most important day of my life. A twenty-something man dressed as if for a business meeting takes out his Apple earpiece to tell me that he once worked in retail, but decided to return to school to get a degree in library science; it changed his life for the better.My job isn't what I'd imagined. But somehow, the script led me to the accidental, to hundreds of new people, and to the understanding that the most memorable outcomes are those unexpected. Whether it's sending an unprompted email to a neuroscience professor, or daring to sing 'El Mismo Sol' at karaoke night in Canc\u00fan, I've come to do rather than not do, to savor each moment's opportunity without knowing where it might lead. An unexpected friendship, a research opportunity. Small talk might just lead to real talk. I can never predict which first step will lead to another, nor which conversation, which hour, will matter in the end. The treasures never come labeled that way.Out on the bay, I see another ferry approaching. I smile as I unlatch the microphone from the prison wall.",,,
255,Admitsee,,,,,,,,,,,
256,Admitsee,,,,,,,,,,,
257,Admitsee,,,,,,,,,,,
258,Admitsee,,,,,,,,,,,
259,Admitsee,,,,,,,,,,,
260,Admitsee,,,,,,,,,,,
261,Admitsee,,,,,,,,,,,
262,Admitsee,4.5,,2,,,5,,"Five Minutes' The slush was knee high. My sandals, trying their best to shield my feet, ran into all sorts of quagmire on the way as cement, oil, rain, and occasional dog-poop enveloped my bubble of typical upper-middle-class elitism. For those five minutes, my existence became secluded to a mere 100 metre long stretch in the middle of an abandoned industrial settlement, as I prodded against nature's adversity during the consecutive sultry weeks of my internship as the youngest student volunteer from Mumbai at Goonj, an internationally recognised non-profit organisation. Probably it was the contentment that lulled me to sleep each night, knowing that if I was able to battle the torrential downpour today, tomorrow wouldn't be worse. Normally, I would take to my heels the moment it started pouring; but that by-lane offered me something much beyond a muddy deluge- a triumph in endeavour. You know the feeling you get, when you are grappling against a peevish dog on your trail, mist and dust in your eyes, Kendrick Farris' appreciation-worth load on your shoulders, an umbrella effortlessly breaking your sweaty palm's tenacious hold, while potholes stymie your gait at every step. But it dawns upon me the very instant, the picture of a hundred beaming underprivileged children, wearing hundred glasses on their noses and a hundred smiles on their faces as they saw the beauty and vivacity of this world. I imagine a dozen girls, wearing a dozen garbs of female honour, as those pads became instruments of breaching the Indian-rural orthodox. I visualise an arsenal of villagers in my country, hand-in-hand, constructing toilets and roofs in their nests, with money that I collect. And for that, I must be prepared to see and bear this fury of nature, at least for five minutes.  'The fundamental cause of the trouble is that in the modern world the stupid are cocksure while the intelligent are full of doubt.' - Bertrand Russell, The Triumph of Stupidity  One of the most intriguing ideas of life that make it novel and challenging for me each fleeting minute, is Uncertainty. Hitherto embalmed by over-protective walls of certainty- be it the menu choice at \\\u2018Zaffran', or preparing to ace my Calculus test, or culling out my traditional kurta-pyjamas during Diwali- at no point in time had I felt the need to teeter between dilemmas, knowing I must choose the road always taken. But when your decisions fail you, and each following step is no less precarious than the former, and the only thing you are ever momentarily certain about is the uncertain lack of ground beneath your feet, a seed of observation and judgement germinates in that dead mud. The dilemma of resisting a spot over stepping on it gave me the smallest form of adventure and self-dependence, spewing life into my mummified spirit of certainty.  In that daily term of five minutes, I often met a friend. He was a passionate poet, a logician who found inspiration for life in the most obvious things: a multi-faceted Rubik's cube, or a coiled spring, or even a boggy lane- something I would never normally view. As I hummed my favourite Bollywood-song, my scientist pondering over prospective electromagnetic de-siltation of the sewer using Einstein-Stokes models, the archaic poet gesticulates to me, prompting to find a reason in this pursuit, a reason for the determination. I am tempted to peep inside me while meteorological vagaries continue; the poet has already begun composing\u2026'Concerned we are about rewards for the character, not poetic justice for the society that shapes the character'.   The five minutes burgeoned into a year. The reckoning scientist and the beckoning poet joined hands, as I began the Dahisar River Cleaning Project, my new reason to wade in mud. But my contentment and uncertainty persist, knowing that poetic justice is still a long way: I need many more such five minutes.",Showing,Setting,
263,Admitsee,3.5,1,2,,,,,"Will there be a day when my dad forgets my name? It's a question that haunts me. Three years ago, my dad traveled to Iran for the first time since escaping the 1979 revolution. After he returned, he sat me down to share the story of how he visited his childhood home, elementary school, and most importantly, his father. When they reunited, things were different. They were in a hospital, Grandpa unable to differentiate my dad from the doctors around him.'Do you remember who this is?' my dad asked, showing an old family photograph. After moments of silence, Grandpa replied, 'That's Ayoub, my eldest son.' He whispered my dad's name like a secret, fearing that someone would hear him and take away the memory. It gave my dad hope that Grandpa still remembered him. But the next question proved devastating. 'Where is he now?' Grandpa asked, unaware that his son sat right beside him. It was then that my dad finally accepted that Grandpa had Alzheimer's Disease. As my dad shared the story, I wondered: would this ever repeat itself between us? That moment set me on a journey to learn about Alzheimer's. I discovered that 44 million people had the disease, which is more than prostate and breast cancer combined. Worst of all, Alzheimer's is hereditary, meaning my dad may suffer the same fate as my grandpa. This realization terrified me. More importantly, it inspired me to take action.But inspiration meant nothing without innovation. As a 17-year-old, the odds were against me to cure an age-old disease. I didn't have the experience of a doctor, knowledge of a professor, or deep pockets of an executive. So I had to think creatively. Ultimately, I found the answer where I spend nearly three hours a day: the race track. As captain of the track and field team, I used my leadership position for a greater purpose and initiated a statewide race called Ready, Set, Glow: The 5K To Cure Alzheimer's Disease. A glow-in-the-dark charity run, Ready Set Glow's mission was to fundraise for Alzheimer's research and shine a light \u2014 both literally and figuratively \u2014 on the disease.The experience catapulted me outside my comfort zone. I cold-called organizations like the Alzheimer's Association to sponsor us. I worked with my district's Athletic Department to partner with four other schools across the state. I mobilized my track teammates to plaster posters around town and run door-to-door to encourage sign-ups. For months, I routinely checked Ready Set Glow's registration page, eager to see the $20 sign-ups come in. Each dollar felt like we were buying minutes of memory for loved ones. Ultimately, we raised $5,246, recruiting 176 runners and a handful of donors.As I plan next year's Ready Set Glow race, I try to remember the greater takeaway here. It's not just about how much we fundraised. Nor is it about how many runners came together in the freezing Chicago weather. The takeaway is that age is no excuse for inaction. Most of us are paralyzed by our dreams. We wait until we're ready to make a difference. We convince ourselves that we're not old enough. Not wise enough. Not tough enough. Or at least that's how I felt before starting Ready Set Glow. Today, my inner voice is stronger. It tells me to seize opportunities. Or better yet, to create them. In college, I'm excited to strengthen this inner voice even further and work with other students so we can create a better tomorrow. Together, we'll solve the most idealistic problems \u2014 and hopefully, assure that fathers around the world will never forget their daughters' names.",,,
